External_Id__c,Owner.External_Id__c,Account.External_Id__c,Subject,Description,Status_Options,First_Contact_Close__c,DateTime_Opened_c__c,DateTime_Closed_c__c,Status,Product_Family_KB__c,CSAT__c,Origin,Priority,Reason,Type_of_Support__c,Milestone_Status__c,BusinessHours.Name
W_Case.00095,W_User.00002,W_Account.00045,Bill payment clarification.,"I seem to have misplaced my last bill, and I want to be sure that it's paid. Can you please check this for me?",Closed,false,2015-08-06 19:43:03,2015-08-18 19:43:03,Closed,Enterprise,90,Phone,Low,Problem Resolved,Standard,Closed - Compliant,Europe and the Middle East
W_Case.00096,W_User.00009,W_Account.00047,How much do I owe on my bill?,I can't find my last billing statement and am unsure how much my bill should be this month.,Escalated,false,2015-12-29 20:13:43,2016-01-08 20:13:43,Escalated,Headphones,0,Website,Low,Mail delivery issue,Standard,Open - Compliant,Asia
W_Case.00097,W_User.00014,W_Account.00054,Need guidance getting started with my installation,I need some help getting started with this installation.,Working,true,2015-03-16 17:13:45,2015-03-30 17:13:45,Working,Speakers,0,Mobile Device,Critical,Existing problem,Standard,Open - Compliant,North America
W_Case.00098,W_User.00007,W_Account.00074,Customer lost product manual and needs replacement,Customer has misplaced the product manual and would like a replacement.,Working,false,2015-11-16 18:16:41,2015-11-16 18:16:41,Working,Enterprise,0,Phone,Medium,New problem,Standard,Open - Compliant,Asia
W_Case.00099,W_User.00006,W_Account.00048,How do I troubleshoot a product issue?,"I've been having a little trouble with your product, and I'm wondering if I can get some help figuring it out.",On Hold,false,2016-04-21 17:45:21,2016-05-01 17:45:21,On Hold,Speakers,0,Website,Low,Feature Request,Standard,Open - Compliant,Asia
W_Case.00100,W_User.00001,W_Account.00098,Need additional product information,I just became in charge of your product at my company. Can you send me some additional information on how it works?,Waiting on Customer,false,2015-06-01 05:01:59,2015-06-02 05:01:59,Waiting on Customer,Conferencing,0,Phone,Low,Mail delivery issue,Standard,Open - Compliant,Asia
W_Case.00101,W_User.00016,W_Account.00001,How can I request a new feature?,"I have an idea for a new feature, and I'd like to share it with you.  What's the best way to do that?",Closed,true,2015-11-24 23:49:14,2015-11-28 23:49:14,Closed,Speakers,87,Website,Low,Mail delivery issue,Premium,Closed - Compliant,24/7 Follow-The-Sun Service
W_Case.00102,W_User.00016,W_Account.00022,Where do I send my check?,I'd like to send you a check for my most recent invoice.  To which address should I send it?,Closed in Community,false,2016-09-05 03:04:42,2016-09-05 03:04:42,Closed in Community,Projectors,72,Phone,Medium,Mail delivery issue,Standard,Closed - Compliant,24/7 Follow-The-Sun Service
W_Case.00103,W_User.00020,W_Account.00035,What does your service contract cover?,I'm deciding if I need a service contract for your products.  Where can I find out what's covered and what's not?,Closed,true,2015-03-22 09:26:08,2015-03-31 09:26:08,Closed,Conferencing,65,Mobile Device,Low,Software Issue,Standard,Closed - Compliant,Asia
W_Case.00104,W_User.00017,W_Account.00037,Error on my bill,It appears that I was charged twice this month on my bill.  Can you help?,Working,true,2015-02-23 20:43:36,2015-02-25 20:43:36,Working,Enterprise,0,Facebook,Medium,Mail delivery issue,Standard,Open - Compliant,Europe and the Middle East
W_Case.00105,W_User.00005,W_Account.00008,How do I check my order status?,"I ordered two days ago, and I just want to make sure that the order has been shipped and is on its way.  Thank you!",New,false,2015-03-28 08:01:52,2015-03-28 08:01:52,New,Enterprise,0,Website,Low,Documentation Issue,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00106,W_User.00002,W_Account.00022,Where can I download your mobile app?,"I'd like to use your app on my mobile phone, but I can't seem to figure out where to download it.  Can you point me in the right direction?",Working,false,2015-09-12 04:22:17,2015-09-16 04:22:17,Working,Consumer,0,Email,Medium,New problem,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00107,W_User.00011,W_Account.00075,I have a question about my order.,I'm not certain that I received all the items in my order.  Can you please have a look for me?,Working,false,2016-06-27 17:56:29,2016-07-04 17:56:29,Working,Conferencing,0,Facebook,Low,Problem Resolved,Standard,Open - Compliant,North America
W_Case.00108,W_User.00009,W_Account.00005,Projector lamp replacement,how to?,Escalated,false,2016-06-28 13:38:14,2016-07-04 13:38:14,Escalated,Hotspot Services,0,Phone,Low,Existing problem,Premium,Open - Compliant,Australia and New Zealand
W_Case.00109,W_User.00011,W_Account.00064,Customer called to make a payment,Customer called in to make a payment on their account and had a question about updating their mailing address.,Closed in Community,true,2015-02-21 19:40:50,2015-02-23 19:40:50,Closed in Community,Hotspot Services,82,Community,Low,Software Issue,Standard,Closed - Compliant,Asia
W_Case.00110,W_User.00014,W_Account.00054,Incorrect bill,By bill is displaying incorrect information.  I was billed double last month.  Please help with this stat!,Warning,false,2015-07-12 15:05:29,2015-07-14 15:05:29,Warning,Conferencing,0,Q&A,Low,Existing problem,Standard,Open - Compliant,Europe and the Middle East
W_Case.00111,W_User.00004,W_Account.00008,How do I change my password?,I'd like to change my password to make it more secure.  Where do I do this?,Escalated,false,2015-04-30 04:41:01,2015-05-18 04:41:01,Escalated,Home Theatre,0,Twitter,Medium,Documentation Issue,Standard,Open - Compliant,Australia and New Zealand
W_Case.00112,W_User.00014,W_Account.00013,Billing issue,There's a problem with my bill - I have two statements for this month.  Please help!,Working,false,2015-12-27 02:00:09,2016-01-14 02:00:09,Working,Conferencing,0,Q&A,Medium,Mail delivery issue,Standard,Open - Violation,North America
W_Case.00113,W_User.00008,W_Account.00007,Does your app work on my mobile device?,"I have an older mobile phone, and I don't know if your app will run on it.  How would I find out?",Closed,false,2016-09-17 17:54:22,2016-09-17 17:54:22,Closed,Consumer,84,Email,Low,Problem Resolved,Premium,Closed - Violation,North America
W_Case.00114,W_User.00011,W_Account.00067,What's included in your service contract?,Do I need a service contract? Where can I find out what's covered and what's not?,Working,true,2016-12-27 20:41:42,2016-12-31 20:41:42,Working,Projectors,0,Phone,Low,Problem Resolved,Premium,Open - Compliant,North America
W_Case.00115,W_User.00018,W_Account.00002,How do I change my password?,I'd like to change my password to make it more secure.  Where do I do this?,Closed,false,2015-03-08 22:39:56,2015-03-20 22:39:56,Closed,Hotspot Services,86,Twitter,Low,Documentation Issue,Standard,Closed - Compliant,Europe and the Middle East
W_Case.00116,W_User.00007,W_Account.00026,How do I upgrade?,"I've been a happy customer of yours for more than a year, and I'd like to upgrade.  What's the best way to do this?",Working,false,2016-07-21 02:58:00,2016-07-24 02:58:00,Working,Home Theatre,0,Facebook,Low,Hardware Issue,Standard,Open - Compliant,Europe and the Middle East
W_Case.00117,W_User.00016,W_Account.00053,Projector getting over heated,Need to replace the exhaust fan,Escalated,false,2016-08-27 07:55:42,2016-09-02 07:55:42,Escalated,Headphones,0,Twitter,Medium,Documentation Issue,Standard,Open - Compliant,Australia and New Zealand
W_Case.00118,W_User.00007,W_Account.00097,Help with a product issue?,"I'm using your product, and it doesn't seem to be working the way I expected.  Can you help me figure this out?",Escalated,true,2015-07-12 21:11:26,2015-07-12 21:11:26,Escalated,Projectors,0,Website,Medium,Existing problem,Standard,Open - Compliant,North America
W_Case.00119,W_User.00001,W_Account.00035,Question on my most recent order.,"I recently received my order, but the invoice had the wrong date on it  Can you please look into this for me?  Thank you!",New,false,2016-06-11 13:53:54,2016-06-14 13:53:54,New,Hotspot Services,0,Email,Low,Software Issue,Standard,Open - Compliant,Australia and New Zealand
W_Case.00120,W_User.00003,W_Account.00054,Do you sell replacement parts?,"While disassembling the unit, I dropped one of the parts and broke it.  How would I order a replacement part?",New,false,2015-06-23 09:25:21,2015-07-07 09:25:21,New,Consumer,0,LinkedIn,Critical,Mail delivery issue,Standard,Open - Compliant,Europe and the Middle East
W_Case.00121,W_User.00016,W_Account.00057,Question about taxes on my order.,"Can you help me calculate the taxes on my order?  Because of my location, I'm not sure what they should be.",New,false,2016-09-12 16:31:19,2016-09-18 16:31:19,New,Conferencing,0,Q&A,Low,Documentation Issue,Premium,Open - Compliant,Asia
W_Case.00122,W_User.00004,W_Account.00068,Facebook Message from: Larry Baxter,"I've been a loyal customer for quite some time now, and I'd like to know if there's any program for recognizing and rewarding customers like me?",Working,false,2016-02-07 03:22:12,2016-02-25 03:22:12,Working,Conferencing,0,Phone,Medium,Hardware Issue,Standard,Open - Violation,Europe and the Middle East
W_Case.00123,W_User.00011,W_Account.00029,Does your app work on my mobile device?,"I have an older mobile phone, and I don't know if your app will run on it.  How would I find out?",Attention,false,2016-06-06 06:31:58,2016-06-18 06:31:58,Attention,Headphones,0,Community,Low,Software Issue,Standard,Open - Compliant,Australia and New Zealand
W_Case.00124,W_User.00018,W_Account.00097,What are your service hours?,"I'm located abroad, and I'd like to know if you have service hours outside of regular business hours.",New,false,2015-10-11 10:25:03,2015-10-23 10:25:03,New,Home Theatre,0,Email,Low,Existing problem,Premium,Open - Compliant,Europe and the Middle East
W_Case.00125,W_User.00011,W_Account.00096,How do I get started with your service?,"Now that I've signed up, what do I do next?",Waiting on Customer,false,2016-04-21 11:15:52,2016-04-26 11:15:52,Waiting on Customer,Enterprise,0,Website,Low,New problem,Standard,Open - Compliant,Europe and the Middle East
W_Case.00126,W_User.00001,W_Account.00067,Where do I submit a product suggestion?,I'd have an idea for an improvement to one of your products.  What's the best way for me to get this into your feature planning process?,Closed,false,2016-10-05 23:26:00,2016-10-19 23:26:00,Closed,Hotspot Services,73,Twitter,High,Software Issue,Standard,Closed - Compliant,North America
W_Case.00127,W_User.00001,W_Account.00080,How do I set up auto-renewal?,I don't want to have to remember to renew my service each time.  How do I set this up so I don't have to?,Waiting on Customer,false,2016-02-19 11:15:16,2016-02-27 11:15:16,Waiting on Customer,Enterprise,0,Phone,Medium,Existing problem,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00128,W_User.00006,W_Account.00090,Troubleshooting issues with the product,I think the product I have is malfunctioning. Do I need an update or upgrade? What should I do?,Escalated,false,2016-08-03 02:22:16,2016-08-03 02:22:16,Escalated,Conferencing,0,Website,Medium,New problem,Standard,Open - Violation,Asia
W_Case.00129,W_User.00019,W_Account.00028,Where do I send my check?,I'd like to send you a check for my most recent invoice.  To which address should I send it?,Closed,true,2015-02-20 01:32:27,2015-03-04 01:32:27,Closed,Projectors,98,Email,Low,Feature Request,Standard,Closed - Violation,Australia and New Zealand
W_Case.00130,W_User.00015,W_Account.00044,Need additional product information,I just became in charge of your product at my company. Can you send me some additional information on how it works?,Closed,false,2016-03-31 12:24:47,2016-04-01 12:24:47,Closed,Conferencing,60,Website,Low,Hardware Issue,Standard,Closed - Compliant,24/7 Follow-The-Sun Service
W_Case.00131,W_User.00007,W_Account.00068,Is my personal information safe?,"I've been hearing a lot about data security recently, and I'd just like to make sure that your company is keeping my personal information safe.",Response Received,false,2015-10-25 04:28:10,2015-11-03 04:28:10,Response Received,Conferencing,0,Website,Low,Feature Request,Premium,Open - Compliant,North America
W_Case.00132,W_User.00010,W_Account.00080,Question on my most recent order.,"I recently received my order, but the invoice had the wrong date on it  Can you please look into this for me?  Thank you!",Working,false,2016-10-21 21:12:03,2016-10-31 21:12:03,Working,Speakers,0,Mobile Device,Medium,Hardware Issue,Standard,Open - Compliant,North America
W_Case.00133,W_User.00013,W_Account.00034,Facebook Message from: Larry Baxter,"I've been a loyal customer for quite some time now, and I'd like to know if there's any program for recognizing and rewarding customers like me?",Closed,true,2016-09-29 08:08:54,2016-10-03 08:08:54,Closed,Conferencing,74,Chat,Low,Problem Resolved,Premium,Closed - Compliant,24/7 Follow-The-Sun Service
W_Case.00134,W_User.00009,W_Account.00100,Where do I submit a product suggestion?,I'd have an idea for an improvement to one of your products.  What's the best way for me to get this into your feature planning process?,Closed,false,2015-01-04 04:42:19,2015-01-07 04:42:19,Closed,Projectors,55,Instagram,Critical,Existing problem,Premium,Closed - Compliant,Asia
W_Case.00135,W_User.00001,W_Account.00014,Billing statement reprint,I've managed to lose my most recent billing statement from you.  Would you mind sending me a reprint?  That would really help me out.  Thank you!,Escalated,false,2015-03-20 15:08:39,2015-03-22 15:08:39,Escalated,Home Theatre,0,Community,Critical,Software Issue,Premium,Open - Compliant,Australia and New Zealand
W_Case.00136,W_User.00015,W_Account.00086,How do I change my communication preferences?,I'd like to switch from regular mail to email.  How do I do this?,New,false,2015-02-01 05:00:48,2015-02-01 05:00:48,New,Conferencing,0,Phone,Low,Existing problem,Standard,Open - Violation,Asia
W_Case.00137,W_User.00016,W_Account.00091,How do I check my order status?,"I ordered two days ago, and I just want to make sure that the order has been shipped and is on its way.  Thank you!",New,false,2015-01-24 00:18:52,2015-02-02 00:18:52,New,Consumer,0,Phone,Low,Documentation Issue,Premium,Open - Compliant,Asia
W_Case.00138,W_User.00005,W_Account.00077,Problem with my bill,I've been billed twice this month.  Please resolve ASAP.,Working,false,2015-07-27 08:14:40,2015-08-02 08:14:40,Working,Speakers,0,Community,Low,Problem Resolved,Standard,Open - Compliant,Asia
W_Case.00139,W_User.00009,W_Account.00067,"Product damaged, mishandled during shipping.","When my order arrived, the corner of the box was crushed, and the product had visible damage to it.  How would I return this to get a new one?",Waiting on Customer,false,2016-08-19 05:34:08,2016-08-19 05:34:08,Waiting on Customer,Headphones,0,Website,High,New problem,Standard,Open - Compliant,North America
W_Case.00140,W_User.00013,W_Account.00045,Facebook Message from: Larry Baxter,"I've been a loyal customer for quite some time now, and I'd like to know if there's any program for recognizing and rewarding customers like me?",Closed in Community,false,2016-11-25 06:07:27,2016-11-25 06:07:27,Closed in Community,Home Theatre,75,Facebook,Medium,Documentation Issue,Standard,Closed - Compliant,Australia and New Zealand
W_Case.00141,W_User.00014,W_Account.00002,I have a question about my order.,I'm not certain that I received all the items in my order.  Can you please have a look for me?,New,false,2016-09-15 07:20:46,2016-10-03 07:20:46,New,Conferencing,0,Phone,Low,Existing problem,Premium,Open - Compliant,Australia and New Zealand
W_Case.00142,W_User.00020,W_Account.00049,Where do I get your mobile app?,"I'd like to use your mobile app, but I'm not sure where to get it.  Can you point me in the right direction?",Working,false,2015-03-17 02:24:36,2015-03-17 02:24:36,Working,Home Theatre,0,Phone,Medium,Mail delivery issue,Standard,Open - Compliant,Australia and New Zealand
W_Case.00143,W_User.00013,W_Account.00066,What's included in your service contract?,Do I need a service contract? Where can I find out what's covered and what's not?,Working,false,2016-08-20 09:34:18,2016-09-07 09:34:18,Working,Consumer,0,Mobile Device,Medium,Problem Resolved,Standard,Open - Compliant,Australia and New Zealand
W_Case.00144,W_User.00004,W_Account.00060,Where do I send my check?,I'd like to send you a check for my most recent invoice.  To which address should I send it?,Closed,true,2016-04-14 08:03:54,2016-04-14 08:03:54,Closed,Enterprise,77,Website,Low,Mail delivery issue,Standard,Closed - Compliant,Australia and New Zealand
W_Case.00145,W_User.00012,W_Account.00088,Product manual is missing,I think I may have lost my user manual.  Can you please tell me where I can get a new one?,Escalated,false,2016-11-22 00:56:12,2016-11-28 00:56:12,Escalated,Conferencing,0,Community,Low,Problem Resolved,Standard,Open - Compliant,Australia and New Zealand
W_Case.00146,W_User.00016,W_Account.00077,How much do I owe on my bill?,I can't find my last billing statement and am unsure how much my bill should be this month.,Working,false,2015-07-02 10:48:10,2015-07-16 10:48:10,Working,Consumer,0,Mobile Device,Low,Hardware Issue,Standard,Open - Compliant,Europe and the Middle East
W_Case.00147,W_User.00006,W_Account.00044,Product manual is missing,I think I may have lost my user manual.  Can you please tell me where I can get a new one?,Warning,false,2015-12-02 23:07:48,2015-12-23 23:07:48,Warning,Home Theatre,0,Website,Low,Problem Resolved,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00148,W_User.00019,W_Account.00042,Purchase order question,"I was looking over my most recent bill, and there seems to be an extra line item.  Can you have a look at this for me?",Escalated,false,2016-11-22 23:39:00,2016-11-22 23:39:00,Escalated,Enterprise,0,Phone,High,Software Issue,Standard,Open - Compliant,Asia
W_Case.00149,W_User.00012,W_Account.00050,What does your service contract cover?,I'm deciding if I need a service contract for your products.  Where can I find out what's covered and what's not?,Response Received,false,2015-10-04 03:24:32,2015-10-04 03:24:32,Response Received,Consumer,0,Phone,High,Software Issue,Standard,Open - Compliant,Australia and New Zealand
W_Case.00150,W_User.00009,W_Account.00029,Customer would like to upgrade,"The customer is happy with our service and is interested in upgrading, but needs help.",Working,false,2016-02-22 08:28:00,2016-02-24 08:28:00,Working,Projectors,0,Phone,Low,Software Issue,Standard,Open - Violation,Asia
W_Case.00151,W_User.00001,W_Account.00021,Customer would like to upgrade,"The customer is happy with our service and is interested in upgrading, but needs help.",Working,false,2015-07-05 09:43:13,2015-07-11 09:43:13,Working,Consumer,0,Email,High,Mail delivery issue,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00152,W_User.00004,W_Account.00087,Where do I submit a product suggestion?,I'd have an idea for an improvement to one of your products.  What's the best way for me to get this into your feature planning process?,Closed,false,2016-06-20 23:29:02,2016-06-20 23:29:02,Closed,Enterprise,86,Website,Medium,Documentation Issue,Standard,Closed - Compliant,Australia and New Zealand
W_Case.00153,W_User.00009,W_Account.00052,Billing issue,There's a problem with my bill - I have two statements for this month.  Please help!,On Hold,false,2016-12-16 12:14:22,2016-12-21 12:14:22,On Hold,Home Theatre,0,Phone,Low,Documentation Issue,Standard,Open - Compliant,Australia and New Zealand
W_Case.00154,W_User.00010,W_Account.00073,How can I request a new feature?,"I have an idea for a new feature, and I'd like to share it with you.  What's the best way to do that?",Closed in Community,false,2016-07-09 13:43:35,2016-07-17 13:43:35,Closed in Community,Conferencing,61,Q&A,Low,Documentation Issue,Standard,Closed - Compliant,North America
W_Case.00155,W_User.00002,W_Account.00082,Purchase order question,"I was looking over my most recent bill, and there seems to be an extra line item.  Can you have a look at this for me?",New,true,2016-10-28 05:06:35,2016-11-06 05:06:35,New,Headphones,0,Instagram,Low,Existing problem,Standard,Open - Compliant,North America
W_Case.00156,W_User.00005,W_Account.00052,Billing issue,There's a problem with my bill - I have two statements for this month.  Please help!,Closed,true,2015-01-10 18:03:49,2015-01-10 18:03:49,Closed,Home Theatre,57,Facebook,Low,Documentation Issue,Standard,Closed - Compliant,Europe and the Middle East
W_Case.00157,W_User.00017,W_Account.00071,I have a question about my contract.,Is there any sort of penalty for early renewal?  I can't seem to find anything about it.,On Hold,false,2016-02-02 06:51:50,2016-02-16 06:51:50,On Hold,Projectors,0,Community,Low,Existing problem,Standard,Open - Compliant,North America
W_Case.00158,W_User.00016,W_Account.00083,Purchase order question,"I was looking over my most recent bill, and there seems to be an extra line item.  Can you have a look at this for me?",New,false,2015-04-28 15:37:10,2015-04-28 15:37:10,New,Consumer,0,Phone,Low,Documentation Issue,Standard,Open - Compliant,Europe and the Middle East
W_Case.00159,W_User.00002,W_Account.00069,How do I change my communication preferences?,I'd like to switch from regular mail to email.  How do I do this?,Waiting on Customer,false,2016-10-31 09:25:32,2016-10-31 09:25:32,Waiting on Customer,Home Theatre,0,Website,Low,New problem,Standard,Open - Compliant,Asia
W_Case.00160,W_User.00007,W_Account.00048,Billing statement incorrect,Customer's statement is incorrect - he has been billed twice for this month.,Working,false,2015-01-10 23:03:15,2015-01-22 23:03:15,Working,Home Theatre,0,Email,Medium,Software Issue,Standard,Open - Compliant,North America
W_Case.00161,W_User.00019,W_Account.00040,Incorrect bill,By bill is displaying incorrect information.  I was billed double last month.  Please help with this stat!,New,false,2016-11-29 13:55:28,2016-12-05 13:55:28,New,Home Theatre,0,Chat,Medium,Feature Request,Standard,Open - Compliant,Asia
W_Case.00162,W_User.00006,W_Account.00039,Facebook Message from: Larry Baxter,"I've been a loyal customer for quite some time now, and I'd like to know if there's any program for recognizing and rewarding customers like me?",Closed,false,2015-12-06 03:18:29,2015-12-08 03:18:29,Closed,Conferencing,63,Email,Low,Feature Request,Standard,Closed - Compliant,24/7 Follow-The-Sun Service
W_Case.00163,W_User.00016,W_Account.00070,How do I troubleshoot a product issue?,"I've been having a little trouble with your product, and I'm wondering if I can get some help figuring it out.",Working,false,2016-10-10 18:53:23,2016-10-28 18:53:23,Working,Projectors,0,Mobile Device,Medium,Feature Request,Standard,Open - Compliant,Europe and the Middle East
W_Case.00164,W_User.00020,W_Account.00004,Question about taxes on my order.,"Can you help me calculate the taxes on my order?  Because of my location, I'm not sure what they should be.",Closed,false,2016-02-23 22:54:07,2016-03-06 22:54:07,Closed,Home Theatre,53,Website,Low,Mail delivery issue,Standard,Closed - Compliant,Europe and the Middle East
W_Case.00165,W_User.00007,W_Account.00033,Please change my contact information.,Hi!  My wife will be taking over this account.  How do I change the billing contact to her?,Closed in Community,false,2015-02-03 08:08:37,2015-02-05 08:08:37,Closed in Community,Hotspot Services,74,Mobile Device,Medium,Software Issue,Standard,Closed - Compliant,24/7 Follow-The-Sun Service
W_Case.00166,W_User.00003,W_Account.00062,Product setup issues,"I recently received your product, but I'm having a little trouble getting started.  Would you be able to help me?  Thank you.",Response Received,false,2015-11-30 23:55:19,2015-12-03 23:55:19,Response Received,Headphones,0,Website,Medium,Software Issue,Standard,Open - Compliant,Asia
W_Case.00167,W_User.00016,W_Account.00040,How do I diagnose this product issue?,"I tried to figure it out on my own, but I can't seem to.  Can you help me?",Working,true,2016-12-06 23:34:06,2016-12-10 23:34:06,Working,Projectors,0,Email,Medium,Feature Request,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00168,W_User.00012,W_Account.00039,Question about my invoice,There appears to be an error on my invoice. Can you help me correct it so I can get it paid?,New,true,2015-12-23 00:02:47,2016-01-10 00:02:47,New,Conferencing,0,LinkedIn,Medium,Documentation Issue,Premium,Open - Compliant,Australia and New Zealand
W_Case.00169,W_User.00004,W_Account.00055,Does your app work on my mobile device?,"I have an older mobile phone, and I don't know if your app will run on it.  How would I find out?",Working,false,2016-06-25 07:44:53,2016-07-04 07:44:53,Working,Conferencing,0,Facebook,Low,Hardware Issue,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00170,W_User.00006,W_Account.00030,I have a product suggestion.,"I've been using your products for a long time, and I have a suggestion that I think would make them even better.  What's the best way to share this with you?",Working,false,2015-06-05 04:20:04,2015-06-07 04:20:04,Working,Hotspot Services,0,Email,Medium,Mail delivery issue,Standard,Open - Compliant,North America
W_Case.00171,W_User.00015,W_Account.00010,How do I upgrade?,"I've been a happy customer of yours for more than a year, and I'd like to upgrade.  What's the best way to do this?",Closed,false,2015-03-14 21:01:29,2015-03-14 21:01:29,Closed,Consumer,50,Email,Critical,Feature Request,Standard,Closed - Compliant,Asia
W_Case.00172,W_User.00001,W_Account.00076,Customer service hours of operation.,Can you please tell me when a customer service representative will be available to talk with me?  I have a complex issue that I think is best handled over the phone.  Thank you.,Closed,false,2015-08-11 11:44:39,2015-08-15 11:44:39,Closed,Home Theatre,81,Email,Low,Hardware Issue,Standard,Closed - Violation,North America
W_Case.00173,W_User.00003,W_Account.00044,How do I upgrade?,"I've been a happy customer of yours for more than a year, and I'd like to upgrade.  What's the best way to do this?",Working,false,2016-01-25 02:36:40,2016-02-15 02:36:40,Working,Consumer,0,Phone,Medium,Software Issue,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00174,W_User.00010,W_Account.00010,How do I troubleshoot a product issue?,"I've been having a little trouble with your product, and I'm wondering if I can get some help figuring it out.",Working,true,2016-05-31 05:27:37,2016-06-04 05:27:37,Working,Hotspot Services,0,Email,Low,Mail delivery issue,Standard,Open - Compliant,Australia and New Zealand
W_Case.00175,W_User.00008,W_Account.00008,I need to pay my invoice.,It seems I have an invoice that's overdue.  What's the best way to go about paying this quickly?,Working,false,2016-10-15 13:20:42,2016-10-21 13:20:42,Working,Consumer,0,Phone,Low,Existing problem,Premium,Open - Compliant,North America
W_Case.00176,W_User.00018,W_Account.00025,Error on my bill,It appears that I was charged twice this month on my bill.  Can you help?,New,false,2015-03-24 02:31:37,2015-03-28 02:31:37,New,Headphones,0,Phone,High,Software Issue,Standard,Open - Compliant,Australia and New Zealand
W_Case.00177,W_User.00019,W_Account.00087,Was our last payment correct?,Our records indicate that we may have underpaid for our last order.  Can you please send a copy of our invoice?,Working,false,2015-10-09 22:34:36,2015-10-15 22:34:36,Working,Consumer,0,Phone,Medium,Documentation Issue,Standard,Open - Compliant,24/7 Follow-The-Sun Service
W_Case.00178,W_User.00008,W_Account.00085,Question on my most recent order.,"I recently received my order, but the invoice had the wrong date on it  Can you please look into this for me?  Thank you!",Closed,false,2015-12-07 11:40:50,2015-12-07 11:40:50,Closed,Conferencing,99,Twitter,Low,Feature Request,Premium,Closed - Compliant,Australia and New Zealand
W_Case.00179,W_User.00018,W_Account.00026,What are your service hours?,"I'm located abroad, and I'd like to know if you have service hours outside of regular business hours.",Response Received,false,2015-12-13 18:25:31,2015-12-28 18:25:31,Response Received,Headphones,0,Community,Medium,Software Issue,Standard,Open - Compliant,Australia and New Zealand
W_Case.00180,W_User.00006,W_Account.00039,Where can I download your mobile app?,"I'd like to use your app on my mobile phone, but I can't seem to figure out where to download it.  Can you point me in the right direction?",Escalated,false,2016-03-21 19:31:09,2016-03-21 19:31:09,Escalated,Enterprise,0,Instagram,Low,Documentation Issue,Premium,Open - Compliant,Europe and the Middle East
W_Case.00181,W_User.00011,W_Account.00030,Question about my last billing statement,I can't figure out my balance on my last billing statement.  I can't seem to make it match anything.  Can you help me figure it out?,Working,false,2015-07-29 21:03:55,2015-07-31 21:03:55,Working,Speakers,0,Email,Critical,Software Issue,Standard,Open - Violation,24/7 Follow-The-Sun Service
W_Case.00182,W_User.00020,W_Account.00094,Does your app work on my mobile device?,"I have an older mobile phone, and I don't know if your app will run on it.  How would I find out?",Attention,false,2016-05-31 00:53:07,2016-06-03 00:53:07,Attention,Home Theatre,0,Website,Medium,Hardware Issue,Standard,Open - Violation,Europe and the Middle East
W_Case.00183,W_User.00014,W_Account.00045,How do I change my password?,I'd like to change my password to make it more secure.  Where do I do this?,Closed,false,2015-12-16 02:12:22,2015-12-25 02:12:22,Closed,Speakers,58,Chat,High,New problem,Premium,Closed - Compliant,Europe and the Middle East
W_Case.00184,W_User.00003,W_Account.00031,Please change my contact information.,Hi!  My wife will be taking over this account.  How do I change the billing contact to her?,On Hold,false,2016-06-01 20:52:29,2016-06-10 20:52:29,On Hold,Enterprise,0,Instagram,Low,Mail delivery issue,Standard,Open - Compliant,Australia and New Zealand
W_Case.00185,W_User.00016,W_Account.00004,Does your app work on my mobile device?,"I have an older mobile phone, and I don't know if your app will run on it.  How would I find out?",Warning,false,2015-10-06 11:23:09,2015-10-16 11:23:09,Warning,Hotspot Services,0,Facebook,Medium,Mail delivery issue,Standard,Open - Compliant,Asia
W_Case.00186,W_User.00016,W_Account.00002,How do I become a partner?,I'm interested in becoming one of your partners.  How do I go about doing this?,Closed,false,2016-05-25 22:56:37,2016-05-27 22:56:37,Closed,Consumer,84,Email,Low,Hardware Issue,Premium,Closed - Compliant,Europe and the Middle East
W_Case.00187,W_User.00009,W_Account.00055,Customer lost product manual and needs replacement,Customer has misplaced the product manual and would like a replacement.,On Hold,false,2016-09-17 16:38:13,2016-09-22 16:38:13,On Hold,Enterprise,0,Phone,Medium,Software Issue,Premium,Open - Compliant,North America
W_Case.00188,W_User.00020,W_Account.00006,Product setup issues,"I recently received your product, but I'm having a little trouble getting started.  Would you be able to help me?  Thank you.",New,false,2016-09-01 22:36:42,2016-09-01 22:36:42,New,Hotspot Services,0,Email,Low,Software Issue,Standard,Open - Compliant,Australia and New Zealand
W_Case.00189,W_User.00004,W_Account.00088,Where can I purchase your products?,"I've done my research, and I'm ready to buy.  Where can I purchase your products in my region?",Working,false,2015-07-31 11:42:22,2015-08-06 11:42:22,Working,Home Theatre,0,Facebook,Medium,Documentation Issue,Standard,Open - Compliant,Europe and the Middle East
